,P61981,P62910,P09104,P35222,Q07666,Q02543,P98179,P68371,P67809,P63279,P62917,P20645,Q14160,P62424,P62269,P23528,P61978,P27635,P59998,P30626,P31040,P49207,Q14108,Q13637,Q14764,Q15582,O00622,Q99614,Q92890,O75439,Q6BDS2,O75608,P00390,P04844,P36551,P99999,P60468,P40222,P47914,Q15084,Q9UK76,Q9H5V8,Q9H3N1,Q9BUF5,Q16698,Q8NC51,P82979,P62266,Q92747,Q15428,Q14919,Q8WW12,Q8TEX9,P84098,O00422,O60869,P28072,P09669,P11234,P12270,P33240,P18077,P20962,O95336,O94906,P08195,P31949,Q9UBS4,O75934,P06132,P18669,P49006,Q32P51,O75131,Q15126,P53992,P46777,Q13153,P10909,P10412,Q8N1F7,P62851,P62328,Q9H3U1,O43617,P55010,Q9NVP1,P55809,P24941,Q02750,P29317,Q14978,Q13547,P07437,P27816,P08581,P30085,P11802,Q13509,Inhi_5,pert_id,trial names
68,0.20880869815434802,-0.17742771918271286,-0.2107552920197466,-0.14143646219974826,0.08827891194110188,-0.3474429803583903,-0.13594045180139683,0.3084451618958423,-0.301878641928908,0.36418937304154103,-0.23070483957569185,-0.016717461298983143,-0.02046577208580345,-0.23292974768333374,-0.10009235475860771,0.24934096992973206,-0.17945564643777537,-0.0296575141502894,0.1289146943543802,-0.06766778684758568,-0.21968027813593827,-0.08892047670373798,-0.1056546790234703,-1.1443846764857004,-0.268034270043878,1.3217508115728636,-0.1674562709350267,-0.24183376584749525,-0.01831724995245872,-0.3256464106003882,0.11132354118063077,-0.23916851220445232,-0.2500401307639815,-0.34784634662004593,0.1535722387615929,-0.37154082847440845,-0.1527106601287524,-0.1997989159565999,-0.3193970125341898,-0.008168278017726719,0.11029649960285688,0.056442564875969464,-0.020319498610608413,0.07218624217602357,0.3182184105942026,-0.8170063042342101,-0.09882842336171126,-0.09447280126606782,-0.14345024967157272,-0.014601625901711471,-0.1653973105783191,-0.12674451329942682,-0.25004926554958307,-0.01129179680684216,-0.2974479154677036,-0.13994173546599972,-0.03266208963721554,-0.23946718342361026,-0.5324687923372591,-0.3351938193847202,-0.019255797551761804,-0.2667213363116762,-0.4986125075063021,0.2459509035471822,-0.12320485101851338,-0.08422084350962722,-0.02169689708619818,-0.12032254569326094,0.00245210095447466,0.3455908687822484,0.1328997675931933,-0.007361787445561263,-0.41430263202734247,-0.2040606642533814,0.17055527306560414,-0.1475625836761316,-0.1119648358238944,0.2012661507964085,-0.2799121862210993,0.2673391437138147,-0.15172266629587283,0.0302636825425783,-0.550554686233654,0.19386974428695727,0.049081504566402895,-0.6665355626016277,-0.19507391147394235,-0.0669005366552065,0.2857130851616511,0.379304838771765,-0.35923661017367153,-0.4037588760649508,0.2316925810718625,-0.08214217988803363,-0.45869772361258954,-0.48545105918129733,-0.150652410830826,-0.15060192067563904,0.336008414059456,1.060415122,41,Everolimus_41_24
71,0.1510512374528238,-0.7571881869603524,0.09345140316950624,-0.1375262911817807,-0.18483672789736508,-0.8190043294710332,-0.19713686974054515,0.02921564278245133,-0.35137416778204794,-0.11052687207232299,-0.9054364825629375,0.18000397818838929,-0.4861544393383774,-0.5877252011525499,-0.3251769070022685,0.07571138115137126,-0.24153776331294027,-0.4100736293782576,0.044497803436313675,-0.31481371297118826,-0.2726365289804457,-0.46313592877550275,-0.08870468904767709,0.06538818468689153,-0.26935059681846735,1.2161666542886482,-0.11512667456623689,-0.11133698611188847,-0.10520818027723615,-0.6209271392622538,-0.22435903019370812,-0.3508617379111119,-0.22072284143527565,-0.040114352037918403,-0.4536041176095617,0.32692860608722085,0.48221149215316694,-0.44830357189512404,-1.6131717389769522,-6.792516491768245e-05,0.14058163145659056,0.3066456241085673,-0.2814612062605211,-0.1466440816431424,-0.13066842542426926,-0.7832603312680448,-0.2588540102099625,-0.7830519444337073,0.4013211341218233,-0.4863100022637672,-0.5109563851988014,-0.7388614705351338,-0.19962065003466625,-0.590826795375439,-0.18055579423850143,-0.09415416818038924,-0.5161195285430715,-0.21219599751321608,-0.18924676321629633,0.10057474373513668,-0.164576609628901,-0.5251057030737917,0.40461500479662965,-0.16648207755340394,0.19412592699502104,0.17708668378952233,0.22497966191687171,-0.4277497890426884,-0.016714080248216856,-0.2326673828867646,0.07261131156704191,-1.4115370787019594,-0.08905649587138013,-0.21326569278461785,0.04626056953370381,0.04277641560877915,-0.3308878052784136,-0.1253627848223979,-0.037252460400779175,-1.1825670263632624,-0.03936368181044258,-0.16607690572207462,-0.07622102968087387,0.1923569545166307,-0.36950303401921647,0.07649866061853607,0.05371669474244032,0.04158522251317198,0.34379035122458834,-0.36341853977084265,0.06370593115000212,-0.592036597451877,-0.0739119623063731,0.08737711816518667,-0.3423506976891973,0.6189386333928012,0.1808330978874553,0.23396262732036707,-0.022655550373350597,0.5725960229,69,Fluorouracil_69_24
74,0.1485740064972581,-0.07603322883205312,-0.4231270571755725,-0.19266224353971909,0.2801973369050017,-0.25941146551253375,0.2903846751943574,0.14388666935532954,-0.36822371628177686,0.12828715653940406,-0.13098800960991483,0.07372644562282682,0.03153553489769147,-0.10303489145598532,0.16771580883560006,0.11260628646794975,-0.05256706625625486,0.07116151643686476,0.17837351896690057,0.03615527343306997,-0.007614213744034988,0.0421413170432338,-0.2478251597526424,-0.11485775476586954,-0.041174505830013426,0.07857980893073152,0.2276359643003763,-0.14396687092053184,-0.024882083947161515,-0.03489417043915474,0.39907612686171023,-0.1012257230787744,-0.16333755138165382,-0.13294202446880937,0.2384247545110923,-0.324636988867899,0.47706439894219127,-0.25641611861902724,0.04576748144056189,0.07550911802629341,0.2414548868931392,0.045090271126333945,0.0305083870931466,0.035882318735159256,0.20991513932559866,-0.44100640883701053,0.271319699529759,0.0017115968822540434,0.39962468092297565,-0.44223969801249596,-0.08670886505879805,-0.2715154021286337,-0.25958290924889105,0.1614852292248377,-0.21451436394967843,0.12854379459054174,-0.05058988868284526,0.31762583932706184,-0.33734879672107354,-0.01312157133080017,0.03780213918506839,-0.22162597596180325,-0.027395966459986515,-0.08540478271144171,0.011109749146341504,0.1929838872757862,-0.12400801936964578,-0.22817452183000786,-0.13277502032571642,0.31421775662417956,0.010505940773212227,-0.14588925942856562,-0.5935679068985816,-0.037188461115078564,-0.011623090651493338,0.3904467100382297,0.0016657570279964493,-0.008453079084394383,-0.449761093573327,-0.4367073882036294,-0.20812575427000757,0.2172312066503499,-0.4010905345576206,0.18319686789653455,0.2660571551415209,0.029981561055265678,-0.15487641381470124,-0.07947525962510674,0.4595308340593829,-0.3927623909961425,-0.09403747160480234,-0.06561378351762584,0.37337919773441625,0.16367000923680372,-0.2687758871276834,0.25969644412580006,-0.10351955169638263,-0.4278883106729945,0.1386648562535686,1.104892513,42,Fulvestrant_42_24
77,-0.4692295994970849,-0.19388664147552123,0.16336344453167792,-0.12554012690404884,-0.45008848334684015,-0.8031355312291747,-0.21299189149646994,0.13841544188414914,-0.6094716893623874,0.11319513816085253,-0.7943594403711881,0.28561989635291646,0.1762913329535205,-0.5035066453017839,-0.33450192570046416,0.15308064765542959,-0.3312016523288463,-0.25334741858994947,-0.04205981515881513,-0.364821596547032,0.06603013446560609,-0.33735589302760677,-0.05410507843572426,-0.37254353255511113,-0.3114842924797821,1.0316908076471139,-0.02646175677844927,-0.3656798222833581,-0.18875647932722703,0.18619019151721727,-0.793200420941367,-0.13622894422641713,-0.5566834945132074,-0.03755818704069305,0.03577865084031915,0.1588542509552673,0.26078738276276175,-0.3836759159403143,-1.109467144741729,0.1389914450116012,-0.1589969394610464,0.25594372073493826,-0.32000548601187595,0.1421530150598143,0.04132637919122006,-0.6222617553966585,-0.3915287261290674,-0.10150859750990811,0.8096702054378628,-0.5087951173292038,-0.9164698069104125,-0.27264102691783193,-0.5578960370821313,-0.2073910447561704,-0.20507015573446277,-0.6576000232551854,-0.5303625802702797,-0.5091180890097033,-0.15871843154577128,0.03563803538013905,-0.27930096628662476,-0.5582966101867656,0.5171530826073881,0.01812576857447587,-0.21049850780119794,0.18178636003168155,0.37589599143941665,0.445895019640188,-0.9666215772943202,0.1858549471369094,0.14045804316213598,-0.4277338820255914,-0.2579990055097572,-0.19806927922913894,-0.19955433341153098,0.022186619332308793,-0.22628035044194453,-0.613730625480036,-0.005686789630886022,-2.0334198130658483,-0.24265397153106125,-0.20743362877276486,0.1445175848962471,-0.052210614684519575,-0.04962301220377364,-0.43311610629600783,-0.2969937438218087,-0.06340363111512747,0.9944876205025982,-0.18739134661623538,-0.22610742366144532,-0.6880610013722129,0.1258822432494142,0.14834061261722745,-0.3672480728461897,-0.39423946796362525,0.029744634908543958,-0.20503051201396527,-0.03206716926891658,0.2517025334,56,Gemcitabine_56_24
80,-0.5666898728451181,-0.5120124446897044,0.02143677170781684,-0.15195309152901235,-0.6922917030709154,-0.9382390218264166,-0.2975849536065676,0.08531568530512479,-0.7775168626975691,0.0027700809107453297,-1.1812791518744081,0.3389345054449215,-0.41305737489758626,-0.4834032405768654,-0.3473384223258771,0.06418638782184545,-0.5414805544471394,-0.11186820723832724,0.018271617450146483,-0.693916538750572,-0.757900890580864,-0.3183056134855457,-0.06104061842669269,-0.22372127448932647,-0.1796301909904736,0.8854807199741567,-0.28700406705064846,-0.28220401832697956,-0.33691757221960666,-0.38392674727949766,-0.9895668380846948,-0.4585360301593933,-0.2672717429846115,-0.14328136270275338,-0.288521416349619,0.06042747659623216,-1.7864190545731233,-0.5677840358918543,-1.2456424744512895,0.09274903614163327,0.2023892719332205,0.07851738728580905,-0.6113675527849548,-0.05477193425192726,-0.676506564196033,-1.203297274476655,-0.22358143423212593,-1.5634259108317472,0.37622446479710625,-0.23026475063783092,-1.339831859019526,-0.1672157031462672,-0.5071432169412561,-0.30737060107313136,-0.02331403378405524,-0.45469256071969905,-0.8673953971604588,-0.1849939037273541,-0.8206085553671745,-0.10695771185585289,-0.9179894654135058,-0.4953970551778893,0.5381836812801359,-0.22808053289456168,0.05335588055514712,0.0876307615826109,0.551993812071843,-0.4550286227143851,-0.8920027994384349,0.11897669007484628,-0.0012707605585241626,-1.688026080450552,-0.3219270410113717,-0.35533150246301776,-0.19675971912845744,-0.0570320111587062,-0.28619957020528797,-0.6015980388541889,0.22935581742755598,-1.7365440685492484,-0.18938653653046064,-0.3860547244175898,-0.2715071576161355,-0.2984837092895279,-0.038305301283976266,0.06302387702845608,-0.3352532677661129,-0.19268350421615232,0.43180953939332994,-0.09383965217848857,-0.25319554065923117,-0.8391118155587344,-0.9958564583175461,0.15228628867574565,-0.6356055814477588,0.7408604532018987,0.024936043563806135,0.35485355157050225,-0.030235816480321132,0.3279760283,72,Indocyanine_72_24
83,0.2559528379005818,0.021685176404792016,-0.10769219356666304,-0.7487037823332736,-0.007085515309126276,-0.2731593417223089,-0.06616691278885271,0.36142757210398896,-0.3212917456974533,0.17969602556406847,-0.23574227409398021,-0.03550081370620036,-0.21856683398177487,-0.1854499663707353,0.13618997558289725,0.3152537925413695,-0.025883368488386838,-0.07916766153983369,-0.02952915087405041,-0.2472841806970827,-0.023610615669378998,-0.03813553221539312,-0.3498499148428383,-0.441200389437165,-0.2760963525051747,0.9549197596033868,-0.11788925044733743,-0.2512829698193299,0.08865667014273931,0.030411980709956283,-0.06344305743402134,-0.04484663522268434,0.06938500904386273,-0.2570684016873073,0.24874189766376167,-0.09042928935536193,0.4078220474139876,0.16071126089240914,-0.012960352039540305,0.1664876187821844,-0.07629739396857114,-0.25351741997420413,-0.19603803844109757,0.2634936076095212,-0.060657373929714674,-0.39956204320557426,0.19480311482665522,0.07938246670137135,0.38279843453059587,-0.12339767645323181,-0.137034965959166,0.1730837714624368,0.011942734805536833,0.039767279687506714,-0.8190887547876461,0.06781951389779574,0.07497105461181529,-0.18420673187689215,-0.8334240044309366,0.10034529249201189,0.28961272031079704,-0.12316635106930394,0.07392455700298635,-0.14875675797395624,-0.1287333000753881,-0.16225410984305366,0.10606847157580256,-0.1754369496893946,-0.020012631981892275,0.5417597329060294,0.25485849892638707,-0.5858761134796643,-0.4792417618265046,-0.09050497355398235,-0.2304236938786337,0.3022513265250691,-0.013105720048932151,0.25088801084478096,-0.07847881207205291,-1.287992861548631,-0.2297407987123639,0.09696819620674198,-0.5471823243394056,0.1810665913238844,0.308459940678025,0.000742534526069219,-0.08607232044022665,-0.18067208088029738,0.8677416322933372,0.12990180325194664,-0.5511114919027457,0.04197113785882937,0.3224595509395219,0.35079953708980405,-0.43479888775297465,-0.20273251887349317,0.010517155071003334,0.1869951323530804,0.47676944362414403,1.2223945410000001,57,Irinotecan hydrochloride_57_24
86,-0.4335265742247338,0.11258852999571674,-0.2952123016335562,-0.3656229453220426,0.2660825179929727,-0.16055518297220492,-1.5321913937928333,0.3664346337256236,-0.5202974255046394,0.06841895703449775,-0.05935719172463003,0.2198342140287333,-0.3256529390988108,-0.36669658984879777,-0.32070424373595174,-0.5912352700583225,-0.37459861727013327,-0.4864235274130802,-0.30746145936264285,0.08220490002128551,0.27296878524706575,-0.010910091212551286,0.15418769943892316,-0.8648458816421006,-0.18444203086615776,1.2896895239735933,-0.380294063617659,-0.5439176583778068,-1.113629882625347,-0.4018607473362983,-1.0118939362499833,-0.41197842461601675,-0.4325412486697006,-0.5564261093091338,-0.04346611438262876,0.0323545214223118,-1.0919715606150693,-0.3961757710184184,-0.44940364903481883,-0.4500179576450229,-0.2073051727510066,0.057174368689581236,-0.021959969558731408,-0.10973537928180592,0.011368221403619408,-0.06794938343719552,-0.21498277860403062,-0.17525397891322894,0.3924618789904001,-0.08902811521178015,-0.16405463348426944,-0.0689799163974485,0.16455393749449324,-0.018554796554262617,-1.1915902696937242,-0.8037929605730518,-0.15493375415759414,0.48912669373018075,-0.41539359784371066,-0.15488748030455038,-0.5794146002011031,-0.08571921111543666,-1.300810239342552,-0.25311839580289636,-0.852968241756484,-0.4892454875025549,-0.14824898695188254,0.3860082982136597,-0.23917176443271537,-0.2606121474577175,0.0012587971178975733,-2.6671702195194116,-0.5068033207975412,-0.5032763468806493,-0.1747460572514706,0.1984763922038857,-0.031931988318096675,-0.546539379303297,-0.4227706847911025,-0.80442323620023,-0.15516984105852724,-0.08812023577122706,-0.5984094730329117,-0.14424803823312815,-0.7437834524414867,-0.8013728898715741,-0.7595656516727033,0.11476817023361856,0.36661737814037304,-0.49433111341185815,-0.3107081535040887,-0.21928084953304575,0.021043004736671905,-0.6816708044845573,-0.325318464372418,0.2957729651351313,-0.07132602819242606,-0.24182613725024651,0.1289435707985827,0.48564826076380396,31,Ixabepilone_31_24
89,0.1468803264549641,0.11041566912211005,-0.392181323037666,-0.2894149854970879,0.05466595574510499,-0.1711693876691405,0.15957873271995185,0.20503785690546858,-0.2212509872989026,0.29380465892838237,-0.007352253644600057,-0.2293594713264102,0.04950000174701994,0.03330542802298856,0.07388421327146973,0.13968248899817853,-0.007553970187991904,0.1423276983385877,-0.03224588820009114,-0.1574769165920735,-0.1478190577522275,0.11955029051662562,-0.31676284180809194,-0.6020774929851358,-0.02636015269685495,0.671487313425534,-0.17082141254224692,0.12491580933128739,-0.3100985034926431,-0.32298031068875815,0.08446394623670121,-0.18574836931350625,-0.1767026207150042,-0.34812187769492525,-0.09128851362271627,-0.35789390930161197,0.34740040509616676,0.19538521828496933,-0.14388867572547592,-0.05572548131930897,0.24670082011308522,-0.0765330237698597,-0.1684248157241732,0.17755657093024194,-0.061090425775049355,-0.26852852313020786,0.11418311068266991,0.124222783906154,0.10324637930662933,-0.2234322092268527,0.11685531392827915,0.1415172748628712,-0.06666549836815978,0.12730336035990963,-0.9241935547908945,-0.06472752119766831,0.24067779616352833,-0.02340266707645502,-0.38885417647338016,-0.016988290614058266,0.018057703147730062,-0.13591395963540942,-0.7498876034497056,-0.07415784727226217,-0.13018864646790593,-0.2146020194924629,-0.37253375436458497,-0.35629863740857015,0.17415919138054406,-0.06428223195364949,0.11600541800993587,-0.7117176773085983,-0.6050796099643428,0.011651325789325631,0.16560159746770597,0.14997507237220456,0.1313904272622344,-0.12437809954614944,-0.8652591676094143,0.05056043701245366,-0.14917362254511646,0.24138346466227892,-0.8895332476888705,0.3062302272742537,0.08961887441305148,-0.11072457307055728,0.1620453006488655,-0.05994888760037603,0.46552134894389474,0.5211919034388631,-0.6230803693024901,0.08876611016220311,0.08866355979062646,-0.0012492679594426719,-0.29019777995056856,-0.13324125864214245,-0.10601833457598848,0.248424213615117,0.3134816230338847,0.9890420643,32,Lapatinib Ditosylate Hydrate_32_24
92,0.15128006846522302,-0.07213080549731611,-0.0271535643442589,-0.46548587438403893,0.3296653198358476,-0.03883405440113361,-0.19940882077836167,0.20687437799259564,-0.12880995947280816,0.08158293193041473,-0.06428553954567391,0.05911540094250641,-0.15374316296199175,-0.14902186795384803,0.3049798567667917,0.09318225949800672,-0.09560667309056448,-0.11715489352526615,0.14345124556749944,-0.07979748595329028,-0.043344740348634093,0.23696381074703496,-0.4248999968655826,-0.4192291628935649,0.002585173246145047,0.4590595405567847,-0.6710317993072438,-0.0086479442361061,-0.20059727607684588,-0.16671630492959397,0.022977068071167107,-0.30017135602007006,-0.16297347111260574,-0.17204992579855627,0.20670230835748515,0.2850057961690102,0.13130965385083668,-0.2968774655064909,-0.09563986507114068,-0.2974257971282019,0.1259325798975275,-0.24721399480670683,-0.047649092541170175,-0.1729764055582376,-0.08181530823743997,-0.11302379447711529,-0.07455045253949984,-0.0019436145938278766,0.362155140799491,-0.04430964638118113,-0.10781902534605924,-0.17300535382118123,-0.10698903314761023,0.0278303256430133,-0.6881199227337351,-0.16626228990266273,-0.013644220865317117,-0.15554996651448752,0.07771277557554546,-0.15587186131498348,-0.18373508834373178,0.04377714187045064,-0.06367600978847003,-0.030276837409658388,-0.03461394531266934,-0.34809186044429047,-0.03287386047243721,-0.1266548654218566,0.03825407768293132,0.1746437274490066,0.05546525303257586,-0.353350064129176,-0.2937546807256151,-0.025083576139615593,-0.0464652228344346,0.1383899696843637,-0.07341423426697634,0.026478217903582985,-1.6403216423829245,-0.3481089531528412,-0.27126102309403805,0.2498306133512879,-0.36969116454497936,0.13361416403497614,0.18530314035443404,-0.01677784772181759,-0.014883827122292317,-0.08235269408862679,0.4941833171050229,-0.02610391488531449,-0.3539561674184517,-0.25651037567007107,0.23334867656167094,-0.12993567188902186,-0.18958785820808177,-0.12514354911733955,0.02510332193097348,0.13094775550063378,0.11314009779560992,1.03222441173061,12,Letrozole_12_24
95,-0.3950386494690909,-0.5910796709225928,-0.015990852980945037,-0.28826269783800534,-0.43487561270328107,-0.40437465424915064,-0.13801196900930893,0.07246416545101277,-0.3043131659125025,-0.05680034230924399,-0.6625603010071272,-0.5951192079079298,-0.14382758802150633,-0.22364912660040306,-0.06239467596889251,0.15347511521488688,-0.24074304285742845,0.1205916486653802,0.024824193373355324,-0.2432700591837167,-0.198297128313054,-0.1829704629212706,0.16535907204879263,-0.1259385829629243,-0.21415201774223266,0.8276183531325336,-0.11501291864938484,-0.6453845600199457,0.03371195713125056,-0.4701210131530235,-0.8909167385104987,-0.3481655068204437,-0.024672017006416302,-0.05384415835023551,-0.18896325782197765,0.2574453825910686,0.045267035801256406,-0.3663299656431019,-0.5177208432271888,0.006720761812376741,0.45160371560981866,-0.12434536632424908,-0.34686282200808316,-0.08319600129505297,-0.3058836036398009,-0.507641801640497,-0.1419748300757269,-0.596449676795121,0.42595291773800764,-0.4071215978474219,-0.5511655037282168,-0.03598561034866051,-0.09089101301534774,-0.021297629871491794,-0.9320800112421753,-0.09398734504054279,-0.5491488475055792,-0.4785606055036353,-0.1601572997041215,-0.1503687131555109,-0.4487523154486051,-0.2335617537858661,0.44491486510426537,-0.07597043740962789,-0.1919532853323308,0.08128394220357427,0.2410375336553435,-0.21038975763260717,-0.07495971446353793,0.04780138389627605,0.11776613494185599,-0.7857530429351693,-0.3339015602644582,-0.06728313553980714,-0.16688789039208737,0.03548194912388704,-0.14921458098282123,-0.24852733281130945,-0.1978617906571637,-0.948780429792949,-0.48906708308234476,-0.06903078582568227,-0.2283521643507204,0.07826475528032706,-0.5228244882834658,-0.10455951600410335,-0.21955892169323668,-0.123813331587269,0.03904954274769906,-0.40526349326112515,-0.17906523518314033,-0.5429372592856263,-0.3819539735835431,0.14599831238978686,-0.31854890733741187,-0.6478963806849114,-0.03438944770582695,-0.005462891994105583,0.019632783392118564,0.9289022065,71,Medroxyprogesterone_71_24
98,0.14119889237999486,-0.07975938813117166,-0.40766203755354186,-0.48325735328680813,0.09156549944363575,-0.20684890389602115,0.14494520870249752,0.2642304288190747,-0.08544059887813986,0.18281860255162208,-0.09724000332516393,0.12174225919704464,0.23548994476568164,0.03726490826252959,0.2152864230101068,0.1248433995694973,-0.03368959109020814,0.11468848009109534,-0.06165983137010691,-0.030535784580811572,-0.21524856439844653,0.16249686998668564,-0.2741799100730971,-0.8828734499634309,-0.1892841538413583,0.769078601105298,-0.2838521546799143,-0.02880363332290715,0.044185340780154014,-0.10195785016044467,0.25242088877128865,-0.031603388899791314,0.06251416990065181,-0.2920877346615855,0.13865891685987944,-0.13470585292108173,0.10504991296721827,0.030805808876473773,0.06607898026770241,0.057642026391970025,0.10913121997251991,0.13826046087775137,-0.2564530264033326,0.14634636592263411,-0.09297949808094898,-0.3480825354173738,0.40611251979791757,0.1276782334498723,-0.04568280231113354,-0.07203795447563538,-0.09592940797046912,0.2502544299284604,-0.03374084156656287,-0.020658258842322457,-0.9101288878656545,-0.1049740426487264,0.08188839509219605,0.007160442258137704,-0.530867714869013,-0.02196328980882167,0.10796536709751207,-0.0852192945596465,-0.12115702361284142,-0.11847571956749685,0.01676050059614354,-0.1062042435254138,-0.22892064470354864,-0.41879147118518417,0.019993616083733227,0.3193374279839408,0.16735247466168654,-0.7169287527393925,-0.4403460008447598,0.07722955815686007,-0.1650943684008182,0.17497746608817066,-0.03552428624209008,0.32243678145246574,-0.3831772726987161,-0.7616015301159273,-0.08757795271820527,0.30879670323306185,-0.4911913431640195,0.26536299868662894,0.05628305529386932,-0.020548391995763,-0.13264388384546044,-0.07296173614167484,0.5980071997179434,0.409742391775052,-0.37505965745684416,-0.3003064413133402,0.18565578455424123,0.20181074119158493,-0.1668570622395558,0.4676113408605808,0.015125779548899432,0.34985320632869676,0.2641808057452602,1.041082649,68,Melphalan_68_24
101,0.05428418989715178,0.14718949692892086,-0.34372035715837285,-0.011546344889300661,0.14958170697653253,-0.28793213353561553,0.10207947983835149,0.21267071789854386,-0.2064944897071459,-0.1156064374671908,-0.17959514807376167,0.27588508656382954,-0.18034277139456437,-0.16582094473832104,0.16539095299286297,0.08956011284092051,-0.008131647549145887,0.03931996703847666,0.2434453685348511,0.1003873309826326,0.06258444059843282,0.048910739922758135,-0.051845991996437385,-0.5129192259614278,-0.2726880001819007,0.9869568338755567,0.2314922880707128,-0.3211289926114722,0.3371075909737004,-0.2141513258315614,-0.3134504258948251,-0.013731738317666406,-0.23675990139191647,-0.02949623273565755,0.5784992879101322,-0.2064347725339943,0.4355403432942399,-0.284161562208001,-0.03445061834949413,0.21688588543676723,-0.4897388420617137,0.5665766550147802,0.23904274228603714,0.08587961721289077,-0.17800347925043933,-0.44192242618694094,0.27277623533156165,0.16016556402340457,-0.018134378425732622,0.09819377612260442,0.16852313286229867,-0.005863228607209059,0.021055086129287106,0.04118421547576331,-0.8278438491961587,-0.7813988141469754,0.25394935589595385,0.08572769507881645,-0.5502271879029142,0.052383730412272546,0.20243268299633288,-0.058238936671196874,-0.1475295539639033,0.03371201112628899,-0.16946444343387948,0.19400020685240885,-0.14272819243446888,-0.18247406873281394,0.07961870856127819,0.07700170025310116,0.1607289905743736,-0.48969885986552925,-0.4974558776608287,0.1358387869067417,-0.15246469525406045,0.14123538837786534,-0.07849059705463708,0.12997152644785034,-0.10806656207620526,-0.6863880444828679,-0.004607230814654417,0.34965745411650767,-0.6112703752746057,0.18792894093692214,0.28923826078045267,-0.1680885941541336,-0.03838243498231459,0.20533981040978364,0.619913122337739,0.5534554083098723,-0.27342390250201803,-0.17359603488871356,0.07535804456246344,-0.016374987559374832,-0.2699516578606472,0.4635856164633299,-0.10154524635450966,-0.309037395665785,0.20108622634022766,0.6556307395000001,74,Methotrexate_74_24
104,-0.11137560639866555,-0.08689937635815925,0.22072979825808434,-0.2680960636166353,0.127289237360695,-0.32248651521852206,-0.11837715506885486,0.29073798806438383,-0.3851203956235443,-0.3289878564454294,-0.35164832025863335,0.301103894841359,-0.49579185152671945,-0.3127735714462054,0.09782511759571133,0.32882581173339126,-0.12354505941240179,0.012383551643090832,-0.08762708905799381,0.011106145760305866,-0.058012245270128604,0.030227772593674155,-0.14691151591539883,-0.6108672620547488,-0.1514275581495711,0.8064184606234005,-0.18938499132247102,-0.45230743001016616,-0.6096821662571563,-0.1207543015104069,0.21147945471277838,-0.2263174268321779,-0.5744579972547745,-0.10421857885336133,-0.048942828306739905,0.05966052940790149,-0.2808181415692689,-0.2918348052578594,-0.21183899765119008,0.05893773831487085,-0.3305281125023822,0.3769060764818928,-0.02352737165551159,0.09924207259974165,-0.1315209080885221,-0.38080004932782924,0.07641136899267652,-0.14770425518987296,-0.1538402162779375,-0.36070172989026267,-0.7089155600679687,-0.12022451926511162,-0.3791468954907344,-0.06413253283998512,-0.5645234675887885,-0.217784467971707,-0.4214822681656513,-0.5787201047030914,-0.028955443434282784,-0.5687089292989934,-0.41210315413683224,0.02122621183081767,0.6761608312107853,-0.016952600725298934,-0.4933785054379511,0.7398049159720146,0.3279387060575705,0.7832188140180921,-0.406012521138498,-0.24398235332094279,0.08998572936186561,-0.5762857599599956,-0.31527035595374736,-0.06543333306983318,-0.03598164302941592,0.01184684585295027,-0.16931403966607672,-0.09796370739653067,-0.12552635837791984,0.5173810365797494,-0.4400177100129559,0.006125267751505771,-0.4488215896729811,-0.4398900034541548,-0.17513789220237863,-0.6516529793903596,-0.19502466189763756,-0.0706604961604339,-0.10017172015953686,-0.2654594583324746,-0.021514268643353224,-0.40395154003697314,-0.0410863964311568,0.17957845375776105,-0.0912589397477666,-0.043677693108442606,-0.28520065816036705,-0.8292363759790273,0.2150833876461952,0.372895622895623,11,Neratinib_11_24
